City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Weiser,US,2022-04-03 01:18:34,44.251,-116.9693,60.31,33,0,3.0
280,Margate,GB,2022-04-03 01:19:54,51.3813,1.3862,39.69,60,22,3.0
281,Oga,IT,2022-04-03 01:19:54,46.4631,10.347,23.68,98,99,4.74
282,Airai,TL,2022-04-03 01:19:55,-8.9266,125.4092,71.42,47,60,1.7
283,Te Anau,NZ,2022-04-03 01:19:55,-45.4167,167.7167,68.02,38,89,0.34
284,Rorvik,NO,2022-04-03 01:19:55,64.8621,11.2373,35.78,70,100,19.53
285,Nanortalik,GL,2022-04-03 01:19:56,60.1432,-45.2371,35.73,92,100,8.57
286,Voi,KE,2022-04-03 01:19:56,-3.3945,38.563,71.74,92,100,4.63
287,Hobyo,SO,2022-04-03 01:16:17,5.3505,48.5268,80.28,75,18,9.44
288,San Quintin,MX,2022-04-03 01:19:56,30.4833,-115.95,61.47,70,100,10.4
289,Camacha,PT,2022-04-03 01:19:57,33.0833,-16.3333,58.42,77,40,11.5
290,Coahuayana,MX,2022-04-03 01:19:57,18.7333,-103.6833,72.46,75,0,4.74
291,Carballo,ES,2022-04-03 01:19:57,43.213,-8.691,45.01,77,5,4.09
292,Mayahi,NE,2022-04-03 01:19:58,13.9553,7.6712,79.88,6,100,7.16
293,Ilulissat,GL,2022-04-03 01:19:58,69.2167,-51.1,24.82,80,100,4.61
294,San Cristobal,VE,2022-04-03 01:17:32,7.7669,-72.225,75.38,75,56,2.62
295,Atambua,ID,2022-04-03 01:19:59,-9.1061,124.8925,80.13,62,30,0.65
296,Avera,US,2022-04-03 01:19:59,33.194,-82.5271,60.31,63,2,4.41
297,Sitka,US,2022-04-03 01:19:59,57.0531,-135.33,40.89,75,100,11.5
298,Sorland,NO,2022-04-03 01:20:00,67.667,12.6934,33.28,68,100,28.68
299,Georgetown,MY,2022-04-03 01:20:00,5.4112,100.3354,82.33,87,20,5.75
300,Saint Anthony,US,2022-04-03 01:20:00,45.0205,-93.218,39.96,58,100,16.11
301,Daniel Flores,CR,2022-04-03 01:20:01,9.3355,-83.6694,72.21,91,59,1.39
302,Garissa,KE,2022-04-03 01:20:01,-0.4536,39.6401,79.39,79,46,9.53
303,Basco,PH,2022-04-03 01:20:02,20.4487,121.9702,74.68,80,100,31.79
304,Caravelas,BR,2022-04-03 01:20:02,-17.7125,-39.2481,76.35,83,0,4.7
305,Namibe,AO,2022-04-03 01:20:03,-15.1961,12.1522,70.79,84,100,4.38
306,Shaoguan,CN,2022-04-03 01:20:03,24.8,113.5833,58.12,70,0,3.38
307,Kefamenanu,ID,2022-04-03 01:20:03,-9.4467,124.4781,79.99,61,29,1.54
308,Sao Filipe,CV,2022-04-03 01:20:04,14.8961,-24.4956,70.59,80,30,2.3
309,Lavrentiya,RU,2022-04-03 01:20:04,65.5833,-171.0,12.0,69,0,12.95
310,Grahamstown,ZA,2022-04-03 01:20:05,-33.3042,26.5328,56.95,98,100,9.86
311,Ludwigslust,DE,2022-04-03 01:20:05,53.3167,11.5,30.81,74,3,5.82
312,Angoche,MZ,2022-04-03 01:20:05,-16.2325,39.9086,76.69,81,18,1.9
313,Becerril,CO,2022-04-03 01:20:06,9.7041,-73.2793,81.45,67,53,4.25
314,Naliya,IN,2022-04-03 01:20:06,23.2667,68.8333,75.45,77,0,7.27
315,Portland,US,2022-04-03 01:18:24,45.5234,-122.6762,60.57,49,75,4.61
316,Copiapo,CL,2022-04-03 01:20:07,-27.3667,-70.3333,63.64,66,0,2.84
317,Fairview,US,2022-04-03 01:20:07,40.8126,-73.999,47.17,61,0,11.5
318,Lindas,NO,2022-04-03 01:21:07,60.7381,5.16,35.78,97,100,0.51
319,Vanino,RU,2022-04-03 01:21:08,49.0869,140.2543,44.8,59,7,7.72
320,Caibarien,CU,2022-04-03 01:21:08,22.5206,-79.4669,77.54,83,17,8.03
321,Gat,IL,2022-04-03 01:21:08,31.61,34.7642,74.39,46,100,4.12
322,Merauke,ID,2022-04-03 01:21:09,-8.4667,140.3333,83.14,70,81,2.13
323,Katobu,ID,2022-04-03 01:21:10,-4.9408,122.5276,82.67,73,93,2.04
324,College,US,2022-04-03 01:21:10,64.8569,-147.8028,24.58,73,100,8.05
325,Sterling,US,2022-04-03 01:19:23,39.0062,-77.4286,52.41,47,100,8.05
326,Chingirlau,KZ,2022-04-03 01:21:10,51.095,54.0814,51.21,60,100,14.67
327,Graaff-Reinet,ZA,2022-04-03 01:21:11,-32.2522,24.5308,53.92,96,100,2.39
328,Tura,IN,2022-04-03 01:21:11,25.5198,90.2201,71.08,89,4,4.07
329,Dicabisagan,PH,2022-04-03 01:21:11,17.0818,122.4157,78.44,76,91,3.04
330,Charters Towers,AU,2022-04-03 01:21:12,-20.1,146.2667,84.27,50,9,7.45
331,Susurluk,TR,2022-04-03 01:21:12,39.9136,28.1578,55.89,65,0,12.41
332,Nador,MA,2022-04-03 01:21:13,35.174,-2.9287,57.45,67,0,10.36
333,Jaroslaw,PL,2022-04-03 01:21:13,50.0162,22.6778,31.91,98,100,10.36
334,Redmond,US,2022-04-03 01:17:36,47.674,-122.1215,57.0,58,100,4.0
335,Urumqi,CN,2022-04-03 01:21:13,43.801,87.6005,47.35,40,0,6.71
336,Flinders,AU,2022-04-03 01:21:14,-34.5833,150.8552,76.37,56,98,11.01
337,Bilibino,RU,2022-04-03 01:21:14,68.0546,166.4372,14.61,71,100,1.45
338,Brae,GB,2022-04-03 01:21:14,60.3964,-1.353,40.39,89,100,15.32
339,Bathsheba,BB,2022-04-03 01:21:15,13.2167,-59.5167,79.41,69,40,21.85
340,Languyan,PH,2022-04-03 01:21:15,5.2618,120.0807,77.29,90,100,7.56
341,Umm Lajj,SA,2022-04-03 01:21:16,25.0213,37.2685,79.93,31,14,0.6
342,Dingle,PH,2022-04-03 01:21:16,10.9995,122.6711,82.44,71,99,13.53
343,Tak Bai,TH,2022-04-03 01:21:16,6.2595,102.0546,82.71,85,95,4.83
344,West Wendover,US,2022-04-03 01:21:17,40.7391,-114.0733,63.61,16,20,8.05
345,Piacabucu,BR,2022-04-03 01:21:17,-10.4056,-36.4344,77.56,83,18,5.75
346,Canaries,ES,2022-04-03 01:21:17,28.0,-15.5,57.16,68,40,5.75
347,Namatanai,PG,2022-04-03 01:21:18,-3.6667,152.4333,82.22,77,87,13.4
348,Pundaguitan,PH,2022-04-03 01:21:18,6.3711,126.1689,79.95,81,100,13.35
349,Porto Santo,PT,2022-04-03 01:21:18,33.072,-16.3415,61.18,77,40,11.5
350,Yanam,IN,2022-04-03 01:21:19,16.7333,82.2167,77.56,87,97,3.18
351,Salinopolis,BR,2022-04-03 01:21:19,-0.6136,-47.3561,78.76,87,100,8.75
352,Krasnogorodsk,RU,2022-04-03 01:21:19,56.8357,28.2822,24.12,91,20,8.12
353,Toamasina,MG,2022-04-03 01:21:20,-18.1667,49.3833,72.25,86,46,8.75
354,Loiza,PR,2022-04-03 01:21:20,18.4313,-65.8802,77.05,86,40,5.75
355,Qaqortoq,GL,2022-04-03 01:21:20,60.7167,-46.0333,35.2,98,100,0.4
356,Kungurtug,RU,2022-04-03 01:21:21,50.5994,97.5228,27.12,70,100,1.45
357,Nerchinskiy Zavod,RU,2022-04-03 01:21:21,51.3088,119.61,43.47,42,100,13.11
358,Sergeyevka,KZ,2022-04-03 01:21:21,53.88,67.4158,34.93,88,28,11.56
359,Mogadishu,SO,2022-04-03 01:21:22,2.0371,45.3438,80.44,81,33,10.56
360,Dudinka,RU,2022-04-03 01:21:22,69.4058,86.1778,4.62,97,100,6.08
361,Hasaki,JP,2022-04-03 01:21:22,35.7333,140.8333,50.29,57,100,14.81
362,Gamba,GA,2022-04-03 01:18:39,-2.65,10.0,74.3,94,100,2.82
363,Batagay,RU,2022-04-03 01:22:23,67.6333,134.6333,7.11,85,65,0.34
364,Hokitika,NZ,2022-04-03 01:22:23,-42.7167,170.9667,64.47,69,0,6.11
365,Nemuro,JP,2022-04-03 01:22:24,43.3236,145.575,38.25,71,1,14.29
366,Plettenberg Bay,ZA,2022-04-03 01:22:24,-34.0527,23.3716,60.39,90,98,4.94
367,Lima,PE,2022-04-03 01:19:41,-12.0432,-77.0282,72.9,69,20,13.8
368,Marawi,PH,2022-04-03 01:22:25,7.9986,124.2928,72.77,88,100,1.74
369,Thinadhoo,MV,2022-04-03 01:21:18,0.5333,72.9333,82.87,69,5,4.63
370,Washougal,US,2022-04-03 01:22:25,45.5826,-122.3534,59.65,49,75,4.61
371,Digby,CA,2022-04-03 01:21:54,44.6169,-65.7655,41.59,72,17,19.53
372,Touros,BR,2022-04-03 01:22:26,-5.1989,-35.4608,77.52,89,20,9.95
373,Spornoye,RU,2022-04-03 01:22:26,50.8448,37.2913,40.41,85,100,18.41
374,Cabo San Lucas,MX,2022-04-03 01:20:02,22.8909,-109.9124,78.1,69,40,13.8
375,Koltubanovskiy,RU,2022-04-03 01:22:26,52.9407,52.0269,45.41,79,100,10.8
376,Tuatapere,NZ,2022-04-03 01:22:27,-46.1333,167.6833,61.39,63,19,8.1
377,San Jose,US,2022-04-03 01:17:58,37.3394,-121.895,79.88,39,75,14.97
378,Baculin,PH,2022-04-03 01:22:27,7.4525,126.5842,75.94,94,100,6.78
379,Roma,US,2022-04-03 01:21:02,43.2128,-75.4557,37.96,62,0,3.44
380,Quatre Cocos,MU,2022-04-03 01:18:38,-20.2078,57.7625,76.08,88,100,12.73
381,Hay River,CA,2022-04-03 01:18:31,60.8156,-115.7999,3.18,78,75,10.36
382,Ferrol,ES,2022-04-03 01:21:43,43.4832,-8.2369,45.68,75,9,7.56
383,Holme,DK,2022-04-03 01:22:28,56.1138,10.1725,29.17,83,39,6.08
384,Bucerias,MX,2022-04-03 01:21:19,20.75,-105.3333,73.98,78,0,11.5
385,Kharan,PK,2022-04-03 01:22:28,28.5833,65.4167,70.32,12,50,8.25
386,Kahna Nau,PK,2022-04-03 01:22:29,31.3692,74.3653,69.84,52,0,12.66
387,Vanavara,RU,2022-04-03 01:22:29,60.34,102.2797,11.61,86,96,9.51
388,Chiriqui Grande,PA,2022-04-03 01:22:29,8.95,-82.1167,77.05,87,94,2.1
389,Mitsamiouli,KM,2022-04-03 01:22:30,-11.3847,43.2844,80.76,74,10,3.18
390,Vila Franca Do Campo,PT,2022-04-03 01:18:43,37.7167,-25.4333,57.61,85,43,6.73
391,Lisala,CD,2022-04-03 01:22:30,2.15,21.5167,70.93,97,100,2.95
392,El Tigre,VE,2022-04-03 01:20:13,8.8875,-64.2454,82.63,51,84,15.61
393,Bethel,US,2022-04-03 01:22:31,41.3712,-73.414,45.93,57,0,3.44
394,Petropavlovsk-Kamchatskiy,RU,2022-04-03 01:20:56,53.0452,158.6483,30.79,43,40,20.13
395,Port Hardy,CA,2022-04-03 01:22:31,50.6996,-127.4199,46.58,76,100,12.66
396,Mao,ES,2022-04-03 01:22:31,39.8885,4.2658,43.36,81,0,12.66
397,Ibb,YE,2022-04-03 01:22:32,13.9667,44.1833,61.97,47,0,4.14
398,Bulgan,MN,2022-04-03 01:22:32,48.8125,103.5347,42.58,24,100,4.09
399,Ayagoz,KZ,2022-04-03 01:22:32,47.9714,80.4392,32.36,77,28,3.51
400,Ayan,RU,2022-04-03 01:22:33,56.45,138.1667,29.1,71,15,5.82
401,Itoman,JP,2022-04-03 01:19:51,26.1247,127.6694,64.42,92,75,9.22
402,Cap-Aux-Meules,CA,2022-04-03 01:22:33,47.3821,-61.8597,32.05,100,100,24.16
403,Necochea,AR,2022-04-03 01:22:33,-38.5473,-58.7368,60.1,56,0,16.78
404,Debre Tabor,ET,2022-04-03 01:22:34,11.85,38.0167,59.29,52,57,0.51
405,Khrebtovaya,RU,2022-04-03 01:22:34,56.7032,104.2494,18.86,76,100,10.18
406,Cherskiy,RU,2022-04-03 01:22:34,68.75,161.3,0.61,83,92,3.53
407,Rabo De Peixe,PT,2022-04-03 01:22:35,37.8,-25.5833,56.71,88,20,6.91
408,Sibu,MY,2022-04-03 01:22:35,2.3,111.8167,77.31,88,20,5.75
409,Teluknaga,ID,2022-04-03 01:22:35,-6.0989,106.6381,87.64,83,20,11.5
410,Jatai,BR,2022-04-03 01:23:36,-17.8814,-51.7144,68.36,89,4,2.42
411,Salym,RU,2022-04-03 01:23:36,60.0625,71.4789,3.99,99,100,2.19
412,Ginir,ET,2022-04-03 01:23:36,7.1333,40.7,58.84,69,99,2.33
413,Pitimbu,BR,2022-04-03 01:23:37,-7.4706,-34.8086,79.39,81,68,9.08
414,Urusha,RU,2022-04-03 01:23:37,54.05,122.9,39.15,67,100,10.22
415,Monitos,CO,2022-04-03 01:23:37,8.25,-76.05,78.71,89,100,6.13
416,Waiouru,NZ,2022-04-03 01:23:38,-39.4833,175.6667,69.12,48,0,5.77
417,Shu,KZ,2022-04-03 01:23:38,43.5983,73.7614,47.93,62,0,5.88
418,Pevek,RU,2022-04-03 01:23:38,69.7008,170.3133,-0.74,88,100,1.5
419,San Javier,ES,2022-04-03 01:23:39,37.8063,-0.8374,49.89,69,96,7.0
420,Duayaw Nkwanta,GH,2022-04-03 01:23:39,7.1724,-2.1028,72.93,96,98,4.07
421,Belaya Gora,RU,2022-04-03 01:23:39,68.5333,146.4167,2.55,87,96,3.33
422,Hovd,MN,2022-04-03 01:23:40,48.0056,91.6419,37.27,20,5,6.93
423,Goderich,CA,2022-04-03 01:20:19,43.7501,-81.7165,37.72,70,100,3.44
424,Sumbe,AO,2022-04-03 01:23:40,-11.2061,13.8437,76.95,88,100,6.31
425,Lesozavodsk,RU,2022-04-03 01:23:40,45.4794,133.4244,47.62,46,0,16.26
426,Chikwawa,MW,2022-04-03 01:23:41,-16.0335,34.8009,72.07,97,89,1.07
427,Fairbanks,US,2022-04-03 01:22:48,64.8378,-147.7164,24.6,73,100,8.05
428,Terskaya,RU,2022-04-03 01:23:41,43.7238,44.7244,54.91,65,11,6.29
429,Ossora,RU,2022-04-03 01:23:42,59.2353,163.0719,27.21,90,100,11.41
430,Craig,US,2022-04-03 01:23:42,40.5153,-107.5464,55.35,35,75,11.5
431,Foumban,CM,2022-04-03 01:23:42,5.7291,10.9001,68.2,63,100,3.47
432,Safranbolu,TR,2022-04-03 01:23:43,41.2508,32.6942,49.24,69,5,1.86
433,Semporna,MY,2022-04-03 01:23:43,4.4818,118.6112,79.48,86,100,8.68
434,Ambon,ID,2022-04-03 01:21:43,-3.6954,128.1814,93.34,59,20,3.44
435,Yeppoon,AU,2022-04-03 01:23:43,-23.1333,150.7333,83.98,61,93,13.87
436,Moramanga,MG,2022-04-03 01:23:44,-18.9333,48.2,58.44,97,12,1.95
437,Bereda,ES,2022-04-03 01:23:44,43.2686,-7.5406,27.14,100,18,2.51
438,Kapasan,ID,2022-04-03 01:23:44,-6.7773,111.3789,80.92,81,95,4.07
439,Pedernales,DO,2022-04-03 01:23:45,18.0384,-71.744,78.64,70,22,6.35
440,Teya,RU,2022-04-03 01:23:45,60.3778,92.6267,12.49,95,97,4.38
441,Nazareno,MX,2022-04-03 01:23:45,25.3833,-103.4167,86.31,10,5,9.55
442,Davila,PH,2022-04-03 01:23:46,18.4726,120.5763,82.38,79,97,25.23
443,Koslan,RU,2022-04-03 01:23:46,63.4564,48.8989,7.2,97,98,4.0
444,Manakara,MG,2022-04-03 01:23:46,-22.1333,48.0167,70.05,96,59,5.68
445,Westport,US,2022-04-03 01:23:47,41.1415,-73.3579,46.27,58,0,8.99
446,Santos Dumont,BR,2022-04-03 01:23:47,-21.4567,-43.5525,62.6,99,40,2.86
447,Ifakara,TZ,2022-04-03 01:23:47,-8.1333,36.6833,69.64,96,50,2.55
448,Alice Springs,AU,2022-04-03 01:23:48,-23.7,133.8833,74.75,32,0,11.5
449,Mandali,IQ,2022-04-03 01:23:48,33.7499,45.5541,72.64,19,0,6.89
450,Ormara,PK,2022-04-03 01:23:48,25.2088,64.6357,76.73,66,35,2.39
451,Fohnsdorf,AT,2022-04-03 01:23:49,47.2183,14.6819,27.43,86,100,5.46
452,Orangeburg,US,2022-04-03 01:23:49,33.4918,-80.8557,61.83,70,0,3.44
453,Rodrigues Alves,BR,2022-04-03 01:23:50,-7.738,-72.6509,72.41,85,100,1.32
454,Stornoway,GB,2022-04-03 01:23:50,58.2093,-6.3865,31.96,93,100,3.44
455,Korla,CN,2022-04-03 01:23:50,41.7597,86.1469,54.05,31,38,5.64
456,Corinto,GR,2022-04-03 01:24:51,37.9407,22.9573,59.9,67,1,8.23
457,Okato,NZ,2022-04-03 01:24:51,-39.2,173.8833,73.9,70,81,6.85
458,Akhmeta,GE,2022-04-03 01:24:52,42.0311,45.2075,50.52,55,6,4.36
459,Hofn,IS,2022-04-03 01:24:52,64.2539,-15.2082,41.04,84,100,5.08
460,Nantucket,US,2022-04-03 01:24:22,41.2835,-70.0995,44.71,74,0,14.97
461,Esso,RU,2022-04-03 01:23:32,55.9333,158.7,18.41,73,90,8.93
462,Fort Dix,US,2022-04-03 01:24:53,40.0298,-74.6185,48.69,59,0,3.44
463,Nyrob,RU,2022-04-03 01:24:53,60.733,56.7202,23.02,87,100,7.78
464,Pierre,US,2022-04-03 01:24:53,44.3683,-100.351,52.86,44,0,8.05
465,Gizycko,PL,2022-04-03 01:24:54,54.0381,21.7644,24.93,67,81,9.91
466,Ovre Ardal,NO,2022-04-03 01:24:54,61.3167,7.8,20.16,97,100,0.54
467,Padang,ID,2022-04-03 01:24:54,-0.9492,100.3543,77.05,72,11,2.59
468,Zapolyarnyy,RU,2022-04-03 01:24:55,69.4154,30.8136,15.08,95,100,4.38
469,Nevel,RU,2022-04-03 01:24:55,56.0209,29.9284,25.99,82,100,10.4
470,Muscle Shoals,US,2022-04-03 01:24:56,34.7448,-87.6675,60.94,56,0,0.0
471,Vuktyl,RU,2022-04-03 01:24:56,63.8567,57.3094,0.46,99,57,3.33
472,Freeport,US,2022-04-03 01:24:56,40.6576,-73.5832,46.76,72,0,17.27
473,Maldonado,UY,2022-04-03 01:23:26,-34.6667,-54.9167,58.39,87,0,7.65
474,Kavieng,PG,2022-04-03 01:24:57,-2.5744,150.7967,81.41,78,85,11.74
475,Kita,ML,2022-04-03 01:24:57,13.0349,-9.4895,89.91,11,100,4.68
476,Eurajoki,FI,2022-04-03 01:24:58,61.2,21.7333,28.42,94,87,3.38
477,Limon,CR,2022-04-03 01:24:58,10.0,-83.0333,78.87,80,97,4.47
478,Harer,ET,2022-04-03 01:24:58,9.3094,42.1258,62.42,62,100,4.23
479,Strezhevoy,RU,2022-04-03 01:24:59,60.7333,77.5889,2.98,98,100,3.33
480,Antofagasta,CL,2022-04-03 01:22:21,-23.65,-70.4,61.88,81,29,4.05
481,Morehead,US,2022-04-03 01:24:59,37.2711,-87.1764,55.85,63,75,4.61
482,Ungheni,MD,2022-04-03 01:24:59,47.2042,27.7958,38.05,92,100,9.22
483,Baoding,CN,2022-04-03 01:25:00,38.8511,115.4903,56.32,26,0,9.95
484,Buctzotz,MX,2022-04-03 01:25:00,21.2,-88.7833,81.28,72,94,4.25
485,Lamesa,US,2022-04-03 01:20:30,32.7376,-101.951,70.52,17,0,9.19
486,Nipawin,CA,2022-04-03 01:25:01,53.3668,-104.0009,24.84,86,40,3.44
487,Labuhan,ID,2022-04-03 01:25:01,-6.8844,112.2051,81.79,76,75,4.27
488,Muros,ES,2022-04-03 01:25:01,42.7762,-9.0603,46.09,69,7,15.41
489,Arezzo,IT,2022-04-03 01:25:02,43.4724,11.869,39.2,92,97,2.37
490,Mashhad,IR,2022-04-03 01:25:02,36.297,59.6062,50.14,57,0,4.61
491,Kurumkan,RU,2022-04-03 01:25:03,54.3,110.3,34.16,73,64,10.25
492,Atar,MR,2022-04-03 01:25:03,20.5169,-13.0499,72.34,19,0,4.92
493,Viedma,AR,2022-04-03 01:25:03,-40.8135,-62.9967,69.04,34,71,26.31
494,Coaldale,CA,2022-04-03 01:21:10,49.7167,-112.6185,47.39,61,75,9.22
495,Joensuu,FI,2022-04-03 01:25:04,62.6012,29.7632,21.27,73,75,4.61
496,Maloy,NO,2022-04-03 01:25:04,61.9353,5.1136,35.33,93,100,4.88
497,Russell,US,2022-04-03 01:25:35,32.3502,-85.1999,62.2,82,0,0.0
498,Luderitz,NA,2022-04-03 01:26:05,-26.6481,15.1594,58.21,85,0,10.58
499,Rio Frio,MX,2022-04-03 01:26:05,19.35,-98.6667,68.23,37,39,1.59
500,Koumac,NC,2022-04-03 01:26:05,-20.5667,164.2833,84.99,74,86,7.14
501,Winnemucca,US,2022-04-03 01:26:06,40.973,-117.7357,60.85,11,0,11.5
502,Coos Bay,US,2022-04-03 01:26:06,43.3665,-124.2179,57.99,80,0,20.71
503,Kem,RU,2022-04-03 01:26:06,64.9555,34.5793,17.62,90,100,8.19
504,Umm Kaddadah,SD,2022-04-03 01:25:12,13.6017,26.6876,76.87,16,71,11.74
505,Ocos,GT,2022-04-03 01:26:07,14.5094,-92.1933,82.58,70,0,10.89
506,San Ramon,US,2022-04-03 01:25:18,37.7799,-121.978,78.42,39,0,13.8
507,Izvor,MK,2022-04-03 01:26:07,42.2039,21.5783,34.7,77,96,3.94
508,Narrabri,AU,2022-04-03 01:26:08,-30.3167,149.7833,77.52,29,100,4.61
509,Aitape,PG,2022-04-03 01:26:08,-3.1374,142.3475,81.81,75,100,2.57
510,Maniitsoq,GL,2022-04-03 01:26:08,65.4167,-52.9,29.61,92,100,7.49
511,Alexandria,EG,2022-04-03 01:26:09,31.2156,29.9553,60.76,88,0,4.61
512,Vao,NC,2022-04-03 01:26:09,-22.6667,167.4833,79.2,87,95,20.45
513,Fort Nelson,CA,2022-04-03 01:26:09,58.8053,-122.7002,27.99,54,20,4.61
514,Kasempa,ZM,2022-04-03 01:26:10,-13.4584,25.8338,61.81,97,23,3.91
515,Shubarkuduk,KZ,2022-04-03 01:26:10,49.1447,56.4872,41.97,74,100,12.68
516,Belmonte,BR,2022-04-03 01:26:11,-15.8631,-38.8828,76.57,84,7,5.28
517,Huanren,CN,2022-04-03 01:26:11,41.2647,125.3667,48.78,38,0,4.92
518,Pacific Grove,US,2022-04-03 01:26:11,36.6177,-121.9166,66.2,77,0,9.22
519,Pizhanka,RU,2022-04-03 01:26:12,57.4604,48.542,32.54,98,100,13.62
520,Yagodnoye,RU,2022-04-03 01:26:12,62.55,149.6667,3.81,81,100,1.97
521,Le Port,RE,2022-04-03 01:26:12,-20.9373,55.2919,76.96,94,100,8.72
522,Aklavik,CA,2022-04-03 01:26:13,68.2191,-135.0107,-5.48,87,100,5.93
523,Sauda,NO,2022-04-03 01:26:13,59.6506,6.3542,37.69,95,100,4.21
524,Patiya,BD,2022-04-03 01:26:14,22.2931,91.9762,80.55,89,75,0.0
525,Adrar,MR,2022-04-03 01:26:14,20.5022,-10.0711,75.54,13,0,9.1
526,Bodden Town,KY,2022-04-03 01:26:15,19.2833,-81.25,81.0,76,20,9.22
527,Gari,RU,2022-04-03 01:26:15,59.4307,62.3497,18.36,95,100,7.74
528,Vrangel,RU,2022-04-03 01:26:15,42.7297,133.0839,40.66,79,2,4.18
529,Ahuimanu,US,2022-04-03 01:26:16,21.4447,-157.8378,83.91,70,40,20.71
530,Iqaluit,CA,2022-04-03 01:26:16,63.7506,-68.5145,24.53,92,100,13.8
531,Kargasok,RU,2022-04-03 01:26:16,59.0556,80.8572,9.5,97,100,4.59
532,Oswego,US,2022-04-03 01:26:17,43.4501,-76.1497,37.53,70,100,2.98
533,Aksarka,RU,2022-04-03 01:26:17,66.5606,67.7975,1.17,95,12,8.19
534,Mayumba,GA,2022-04-03 01:26:17,-3.432,10.6554,76.55,90,100,6.49
535,Kahului,US,2022-04-03 01:23:39,20.8947,-156.47,82.42,64,0,27.63
536,Constitucion,CL,2022-04-03 01:26:18,-35.3333,-72.4167,57.56,97,100,7.81
537,Tual,ID,2022-04-03 01:26:18,-5.6667,132.75,82.04,65,45,4.25
538,Svetlogorsk,BY,2022-04-03 01:26:19,52.6333,29.7333,30.4,97,100,10.74
539,Pindwara,IN,2022-04-03 01:27:19,24.8,73.0667,74.68,21,0,1.05
540,Ardu,EE,2022-04-03 01:27:20,59.0986,25.3541,22.59,91,5,3.42
541,Puerto Penasco,MX,2022-04-03 01:27:20,31.3167,-113.5333,65.91,77,8,1.01
542,Adre,TD,2022-04-03 01:27:20,13.4667,22.2,76.12,10,95,10.65
543,Makat,KZ,2022-04-03 01:27:21,47.6469,53.3463,55.96,49,84,15.79
544,Burayevo,RU,2022-04-03 01:27:21,55.8407,55.4083,35.22,100,100,9.51
545,Pisco,PE,2022-04-03 01:23:43,-13.7,-76.2167,66.25,82,0,13.8
546,Makakilo City,US,2022-04-03 01:27:21,21.3469,-158.0858,82.72,58,40,20.71
547,Sambava,MG,2022-04-03 01:27:22,-14.2667,50.1667,73.36,88,2,5.57
548,Chalatenango,SV,2022-04-03 01:27:22,14.0333,-88.9333,77.58,65,80,2.28
549,Tugulym,RU,2022-04-03 01:27:22,57.0591,64.6425,28.47,97,100,5.73
550,Saint-Joseph,RE,2022-04-03 01:27:23,-21.3667,55.6167,72.1,88,100,13.82
551,Sur,OM,2022-04-03 01:27:23,22.5667,59.5289,83.41,35,100,8.88
552,Saint-Augustin,CA,2022-04-03 01:27:23,51.226,-58.6502,32.76,97,100,15.93
553,Camacupa,AO,2022-04-03 01:27:24,-12.0167,17.4833,62.35,96,90,3.0
554,Kuryk,KZ,2022-04-03 01:27:24,43.2,51.65,56.17,47,0,15.19
555,Surt,LY,2022-04-03 01:27:24,31.2089,16.5887,65.25,52,15,8.32
556,Juneau,US,2022-04-03 01:27:25,58.3019,-134.4197,44.6,85,100,23.02
557,Narasannapeta,IN,2022-04-03 01:27:25,18.4167,84.05,78.85,89,49,8.88
558,Thanh Hoa,VN,2022-04-03 01:27:26,19.8,105.7667,62.96,65,100,6.62
559,Belur,IN,2022-04-03 01:27:26,13.1667,75.8667,68.25,78,9,0.58
560,Malanje,AO,2022-04-03 01:27:26,-9.5402,16.341,64.65,99,100,4.12
